;Adriano Jose Ferruzzi;Alessandra da Silva Carneiro;Alessandro Emilio Teruzzi;Alex Sandro Rodrigues Ancioto;Alexandre José Romagnoli;Alexandre Machado Rosa;Ana Carolina Vila Ramos dos Santos;Ana Claudia Folha da Cruz;Ana Márcia Lima Costa;Ana Paula Rodrigues Magalhães de Barros;André Luiz Favareto;Andréa Antonieta Cotrim Silva;Ariane Macedo Melo Ferraz;Beatriz Ferraz Diniz;Bruno Secco Faquin;Bruno Sérgio do Amaral;Bárbara Beatriz Freitag;Carolina Aparecida de Freitas Dias;Caroline Inês Lisevski;Claudia Almerinda de Souza Oliveira;Danilo Marcondes de Alcantara;Davi Munhoz Benati;Elisangela Lizardo de Oliveira;Emanoel Fabiano Menezes Pereira;Eudes Müller D'Oliveira Santos;Eufrida Pereira da Silva;Everaldo Paulo da Silva;Fabio Oliveira Teixeira;Felipe Alexandre Cardoso Pazinatto;Felipe Rodrigues Martinez Basile;Fernando Cesar Mendonca;Fernando Luis Rossi;Fernando da Silva Pardo;Filipe Mantovani Ferreira;Flávia Roberta Torezin;Hadassa Viviane Rodrigues;Idalise Bernardo Bagé;Igor Calebe Zadi;Igor Polezi Munhoz;Ingrid Anelise Lopes;Irando Alves Martins Neto;Jair Garcia dos Santos;Jairo Filho Sousa de Almeida Ferreira;Jeferson Antunes;José Geraldo Basante;José Roberto Campanele;Juliana de Souza Topan;Junot de Oliveira Maia;Júlio Samuel Sávio Bernardo;Kamili Oliveira Santana;Krícia Helena Barreto;Leandro Módolo Paschoalotte;Lincon Lopes;Lucas Rodrigues dos Santos;Luciana Cavalcanti Maia Santos;Luciano Henrique Trindade;Marcelo Cizaurre Guirau;Maria Cristina Stello Leite;Moacir Silva de Castro;Nelio Fernando dos Reis;Nilton Pereira dos Santos;Patricia Horta;Patricia de Aquino Prudente;Patrícia Cristiane Santana da Silva;Paulo Eduardo Pissardini;Pedro Ernesto Schiavinatti Tavares;Priscila Hanako Ishy de Magalhães;Regivaldo Sousa Ferreira;Reinaldo da Silva Caraça;Renato Cristiano Montanher;Renato Marcon Pugliese;Ricardo Normanha Ribeiro de Almeida;Rita Roberta Marioto;Roberta Caetano Fleira;Robson Barbosa;Rogério Aparecido Campanari Xavier;Rogério Aparecido Pereira;Rogério Deitali Bruno;Romario Araujo Pinheiro;Silene Jucelino de Lima;Tatiana Aparecida Picosque;Teresa Helena Buscato Martins;Thiago Pedro Donadon Homem;Thiago Silva Broze;Valdir Donizete dos Santos Junior;Vanessa Regina Ferreira da Silva;Whisner Fraga Mamede;Wilian Ramalho Feitosa;William Rosseti
Jair Garcia dos Santos;análise;;ensino;análise, ensino;agenda, análise, educação, produção;educação;educação, projeto;análise;educação, ensino, estudantes;campus, didático, ensino, estudantes, produção, programa;aprendizagem;brasileira;;;;educação, implementação;análise;análise, desenvolvimento, educação, estudantes, vida;;;;;análise, projeto;análise, aprendizagem, desenvolvimento, dificuldades, ensino;;;ensino;aprendizagem, ensino;arte, campus, desenvolvimento, projeto;desenvolvimento, meta, projeto;análise, produção;projeto;aprendizagem, ensino;;ensino;;ensino, programa;;análise, programa, vida;aprendizagem, estudantes;campus, didático, ensino;;;análise, desenvolvimento, desenvolvimento sustentável, educação, ensino, ensino superior, estudantes, pesquisa, superior, sustentável;;;;agenda, aprendizagem;análise, campus;produção;;;produção, sustentável;;análise, arte, campus, educação, ensino, especial, implementação;análise, educação;campus, ensino;ensino;educação, ensino;campus, desenvolvimento, educação, educação especial, especial, pesquisa, superior, tea;;;;;pesquisa, produção;;;análise, aprendizagem, desenvolvimento;;ensino;educação, ensino;ensino, ensino superior, produção, superior;;análise, educação, ensino, tea, vida;educação, educação especial, especial;;;campus;;;educação;análise, campus, ensino, pesquisa, produção;projeto;desenvolvimento, implementação, pesquisa;brasileira;;;análise, campus, desenvolvimento, educação, educação especial, especial, projeto, revista;análise, projeto
Jairo Filho Sousa de Almeida Ferreira;;;;;;;;;;context, método, understanding;literatura, revisão;;;;;paulo;literatura;literatura, revisão;brazil, context;paulo;;;;;;;;;paulo;método, paulo;revisão;paulo, review;literatura;;;paulo;paulo;;assessing, case, energy, mapping, paulo, sustainable;;literatura, paulo;;;literatura, método, revisão;;;literatura;;climáticas, mudanças, mudanças climáticas, paulo;energy;;;;;brazil, case, climáticas, literatura, mudanças, mudanças climáticas, paulo, revisão;literatura, mudanças, planejamento, revisão;literatura, método;paulo;paulo;brazil, case, city, paulo;paulo;;;paulo;literatura, paulo, planejamento, revisão, revisão sistemática, sistemática, sistemática literatura, smart;energy;literatura;paulo;;literatura, revisão, revisão sistemática, sistemática;paulo;;;;case, city, paulo;;review;;;;;;case, método;brazil, case, risk;;literatura, paulo;;assessing, brazil, case, community, context, mudanças, paulo;paulo
Jeferson Antunes;análise, aplicação, desempenho, meio;leitura;ensino, integral;análise, ensino;análise, brasil, educacional, educação, gestão, nacional, política, política nacional, social;construção, educação;educação, grande, mulheres, política, políticas, políticas públicas, pública, públicas, relato;análise, ciência, desafios;educação, ensino, estudantes, públicas;contribution, ensino, estudantes, experiência, formação, método, professores, prática, práticas, realidade;literatura, revisão;;contribuição, educacional;;;ambiental, diagnóstico, educação, educação ambiental;análise, desafios, gestão, literatura, mulheres, práticas, trabalho;análise, brasil, desenvolvimento, educação, estudantes, estudo, humanos, integrativa, literatura, políticas, práticas, resultados, revisão, revisão integrativa;;aplicação, geração, perspectiva, renda;acerca;;análise, científica, ciência;análise, co, construção, desenvolvimento, ensino, estudo, formação, formação inicial, inicial, processos, professores;processos, utilizando;;ensino;aplicação, educacional, ensino, estudo, processo, utilizando;desafios, desafios gestão, desenvolvimento, estudo, federal, gestão, jogo, jogos, social;aplicação, atividades, brasil, construção, desenvolvimento, educación, experiência, federal, geração, método, perspectiva, relato, relato experiência, renda, social;análise, brasil, estudo, ferramentas, gestão, metodologia, projetos, revisão, utilizando;brasil, desafios, economia, estudo, ferramentas, gestão, políticas, políticas públicas, projetos, públicas;ano, aplicada, construção, desafios, discursos, ensino, literatura, práticas, pública;;ensino, formação, formação professores, professores;biblioteca, leitura, meio;aplicada, educacional, ensino, estudo, experiência, formação, formação professores, políticas, políticas públicas, professores, públicas, sustentabilidade, utilizando;jogo, utilizando;análise, desempenho, educacional, education, estudo, geração, gestores, gestão, metodologia, processos, relação, sustainability, trabalho, universidade;considerações, desempenho, estudantes, estudo;construção, crítica, education, ensino, estudos, formação, leitura, literatura, práticas;análise, desenvolvimento, desenvolvimento sustentável, educação, ensino, ensino superior, estudantes, pesquisa, superior, sustentável;literatura, método, revisão;;estratégias;;literatura;aplicada, brasil, crítica, direitos, direitos humanos, estudo, humanos, meio;análise, contribuição, federal, utilizando;aplicação, geração, processos, utilizando;estratégias, estudo;ciência, coletiva, experiência, gestão, relação, saúde;desafios, estudo, experiência, sustentável;;ambiental, ano, análise, brasil, considerações, contribuição, diagnóstico, educacional, educação, educação ambiental, ensino, estudo, federal, literatura, revisão, utilizando;análise, análise crítica, brasil, crítica, desafios, diagnóstico, direito, direitos, direitos humanos, educação, estratégias, estudo, formação, gestão, grande, humanos, literatura, processos, projetos, relação, revisão, revisões, saúde;construção, ensino, experiência, formação, formação professores, literatura, método, professores, relato, relato experiência, vivências;desafios, direito, ensino, mulheres, processo, práticas;considerações, educação, ensino, federal, formação, relações;aplicada, brasil, construção, criação, desafios, desenvolvimento, educación, education, educação, estudo, federal, ferramentas, gestão, pesquisa, relação, social, superior, trabalho, universidade, utilizando;brasil, experiência, extensão, política;mulheres;social;;construção, contribution, estudo, gestão, literatura, perspectiva, pesquisa, produtos, revisão, sustainability, sustentabilidade, trabalho, utilizando;;literatura;acerca, análise, aplicação, desenvolvimento, educación, ferramentas, meio;;construção, ensino, experiência, jogo, jogos, literatura, perspectiva, relato, relato experiência, revisão, utilizando;brasil, ciclo, ciência, educacionais, educação, ensino, federal, políticas, políticas públicas, públicas, realidade, trabalho;brasil, contribuições, ensino, ensino superior, formação, nacional, políticas, relações, superior, trabalho;aplicada, epistemologia, experiência, relato, relato experiência;análise, direito, educação, ensino, perspectiva, professores, práticas, relações;brasil, desafios, economia, educacionais, educação, estudo, ferramentas, gestão, perspectiva, políticas, políticas públicas, projetos, públicas;;;construção, processo;;estudo;educação, políticas, políticas públicas, públicas;análise, construção, ensino, experiência, pesquisa, processo, relato, relato experiência;aplicação, construção, experiência, geração, método, perspectiva, relato, relato experiência, renda;aplicação, criação, desenvolvimento, diagnóstico, estratégias, estudo, ferramentas, gestão, grande, perspectiva, pesquisa, política, pública, renda, trabalho, trabalho renda, utilizando;experiência;federal, literatura, trabalho;utilizando;ano, análise, brasil, construção, desenvolvimento, educacionais, educação, estudo, ferramentas, gestão, meio, perspectiva, políticas, projetos, relação, social;análise, brasil, estudo, ferramentas, formação, gestão, projetos, relação
José Geraldo Basante;;;;;;;;;;;;;;;;;corporativas;competências;;;;;;;;;;;;;;;;;;;;;diferenças, indústria;;;;;estratégias;;;;;;;estratégias;;;;;estratégias;;;;indústria;;;;;indústria;;;;;;;indústria;;;;;;;;;;;;estratégias;indústria;;;transparência;indústria
José Roberto Campanele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;strategic;;;;;;;;;;company;;;;;;;;;;;;;;;;;;;;;company;;;;;strategic;;;;;;;;;;;;strategy;;;;;;;;;;;company;
Juliana de Souza Topan;;;;;;;;;;;literatura;;;;;;literatura;literatura;;;;;;;;;;;;;;;literatura;;;;;;;;literatura;;literatura;literatura;;;;;;;;;;;literatura;adultos, jovens, jovens adultos, literatura;literatura;;;;;;;;literatura;;literatura;;;literatura;;;;;;;;;;;;;;;;literatura;;;
Junot de Oliveira Maia;meio, redes, redes sociais, sociais;;;;agenda, brasil;;redes, redes sociais, sociais;luta;possíveis;contexto, digitais, digital, escola, paradigma, partir;aprendizagem;brasileiro;;;;;;brasil, caso, estudo, estudo caso, humanos, proposta, recursos;online;;;;escola, partir, proposta;aprendizagem, estudo;;;;aprendizagem, digital, estudo, redes, redes sociais, sociais;caso, digital, estudo, estudo caso;brasil, caso, digitais, digital;brasil, caso, digital, estudo;brasil, caso, digital, estudo, estudo caso;aplicada, aprendizagem, digitais, escola, inglesa, linguística, linguística aplicada, pesquisas, sociais;caso;brasileiro;meio;aplicada, contexto, digitais, estudo, proposta;digital;brasileiro, caso, digital, estudo, estudo caso;aprendizagem, escola, estudo;crítica, digitais, digital, sociais;agenda, aprendizagem;;aplicada, brasil, crítica, direitos, direitos humanos, estudo, humanos, meio;;;;;;partir;caso, contexto, estudo, estudo caso;digital;estudo;;brasil, caso, estudo, estudo caso;brasil, crítica, direitos, direitos humanos, estudo, humanos, sociais;inglesa;partir;caso, proposta;aplicada, brasil, brasileiro, estudo;brasil, caso;;;;caso, estudo, estudo caso, paradigma, partir, proposta;;;aprendizagem, meio;;digital;brasil, recursos;brasil, brasileiro, formas, luta, partir;aplicada, digitais, linguística, linguística aplicada, possíveis;contexto;brasil, caso, digital, estudo, estudo caso, proposta, sociais;;;;;caso, estudo, estudo caso;;inglesa, linguísticos, recursos, recursos linguísticos;;brasileiro, caso, estudo, estudo caso;;;;ampliação, brasil, caso, contexto, digital, estudo, estudo caso, meio, online, proposta, redes, redes sociais, sociais;brasil, digital, estudo
Júlio Samuel Sávio Bernardo;análise;;;análise;análise;visão;cidade, ifsp, noroeste, tempo;análise;;campus;;;contribuição;;;câmpus, câmpus paulo, ifsp, ifsp câmpus, paulo, paulo pirituba, pirituba;análise, áreas;análise;;câmpus, câmpus paulo, ifsp, paulo, paulo pirituba, pirituba;;;análise;análise, elaboração, espacial, áreas;utilizando;;;utilizando, visão;campus, federal, federal paulo, instituto, instituto federal, paulo;federal, federal paulo, instituto, instituto federal, paulo, protocolo;análise, utilizando;cidade, cidade paulo, cidades, paulo;alunos;;;paulo;paulo, utilizando;utilizando;análise, paulo;;campus, ifsp, paulo;análise, campus;climáticas, mudanças, mudanças climáticas, paulo;análise, contribuição, federal, utilizando;;;;;;caracterização, utilizando;;tempo;cidades;;alunos, alunos análise, análise, análise benefícios, análise espacial, benefícios, benefícios socioeconômicos, campus, campus paulo, caracterização, caracterização áreas, cidade, cidade paulo, cidades, cidades sustentáveis, climáticas, conservação, conservação áreas, contribuição, contribuição cidades, câmpus, câmpus paulo, elaboração, elaboração protocolo, entorno, entorno ifsp, espacial, espacial conservação, federal, federal paulo, geotecnologias, ifsp, ifsp câmpus, ifsp visão, instituto, instituto federal, metodológico, metodológico análise, mudanças, mudanças climáticas, noroeste, noroeste cidade, paulo, paulo contribuição, paulo ifsp, paulo pirituba, pirituba, pirituba ifsp, pirituba instituto, pirituba utilizando, proporcionados, proporcionados campus, protocolo, protocolo metodológico, região, região noroeste, socioeconômicos, socioeconômicos proporcionados, sustentáveis, sustentáveis tempo, tempo, tempo mudanças, utilizando, utilizando geotecnologias, verdes, verdes entorno, verdes região, visão, visão alunos, áreas, áreas verdes;análise, cidade, cidades, metodológico, mudanças, pirituba;campus, ifsp, tempo;cidade, cidade paulo, paulo;câmpus, câmpus paulo, federal, federal paulo, instituto, instituto federal, paulo, paulo pirituba, pirituba;campus, federal, ifsp, paulo, pirituba, região, utilizando;paulo;;;caracterização, câmpus, câmpus paulo, ifsp, ifsp câmpus, paulo, paulo pirituba, pirituba, verdes, áreas, áreas verdes;cidade, paulo, região, utilizando;;;análise, paulo;;utilizando;cidade, cidade paulo, federal, federal paulo, instituto, instituto federal, metodológico, noroeste, paulo;;;alunos, análise;cidade, cidade paulo, cidades, paulo;;;campus, ifsp;;;noroeste;análise, campus, ifsp, pirituba, visão;visão;utilizando;;federal, federal paulo, instituto, instituto federal, paulo;utilizando;análise, campus, cidade, cidade paulo, cidades, ifsp, mudanças, paulo, pirituba;análise, cidade, cidade paulo, cidades, ifsp, paulo, pirituba, região
Kamili Oliveira Santana;aplicação;;;;produção;;cultura;;;partir, produção;;;;sp;;crude;;;hydrogen, production;aplicação, geração;;process, production;partir;processos;processos, utilizando;;;aplicação, utilizando;;aplicação, cultura, geração;produção, utilizando;;;;;;utilizando;utilizando;energy, geração, processos;;;produção;energy;aplicação, geração, processos, utilizando;;;;partir;caracterização, utilizando;;;;produção;used;aplicadas, caracterização, utilizando;aplicadas, consumo, cultura, processos, sp;;partir;;aplicadas, cultura, utilizando;;;;caracterização, characterization;generation, partir, produção, sp, utilizando;energy;;aplicação;;utilizando;;partir, produção;;;generation;;;;characterization, hydrogen;;;produção;aplicação, geração;aplicação, utilizando;;;utilizando;cultura, generation;consumo
Krícia Helena Barreto;;;;;;;;;;cenário, contexto;expression;;;;;;;caso, estudo, estudo caso;;;;;;estudo, uso;;;;estudo, proteção, uso;caso, estudo, estudo caso;caso, uso;caso, estudo;caso, estudo, estudo caso;cenário;caso;;;contexto, estudo, uso;;caso, estudo, estudo caso, proteção, uso;estudo;;;;estratégias, estudo;estratégias;;;caso, contexto, estudo, estudo caso;;;;face;estudo, uso;;caso, estudo, estudo caso;estratégias, estudo, uso;daniel;;caso;estudo, uso;caso;;;;caso, estudo, estudo caso, theory, uso;;;;theory;uso;;;uso;contexto;caso, cenário, estudo, estudo caso;;;;;caso, estudo, estudo caso;;uso;proteção, uso;caso, estratégias, estudo, estudo caso;;;;caso, contexto, estudo, estudo caso, uso;estudo
Leandro Módolo Paschoalotte;dado;nova;;;financeira, gestão;nova;tempo;ciência;pandemia;digital, experiência, pandemia;;;;;;;gestão, pandemia;;;artificial, controle;;;ciência;questão, questões;;;;artificial, digital, health, inteligência, inteligência artificial;digital, gestão;digital, experiência;digital, gestão, serviços;controle, digital, gestão;;;;;experiência;digital;digital, gestão, relação;;digital;;;ciência, coletiva, experiência, gestão, relação, saúde;;;;digital;tempo;;face;;experiência;;pandemia, tempo;dado, gestão, medicina, relação, saúde, serviços, serviços saúde;algorítmica, experiência, pandemia, questões, tempo;;questão;artificial, gestão, inteligência, inteligência artificial, mercado, nova, relação;experiência, serviços;;;;controle, gestão;;;dado;;digital, experiência;ciência, públicos;mercado;experiência;;controle, digital, gestão;;;;;;;experiência;artificial, experiência;dado, gestão;além, experiência;;;automation, automação, controle, dado, digital, gestão, relação, serviços;controle, digital, gestão, relação
Lincon Lopes;;;;;produção, sistema;;;desafios, discussão;;experiência, produção, tecnologias;;;;;;conceito;desafios;estudo;;;;;;estudo, uso;sistema;;;estudo, uso;desafios, estudo, sistema;experiência, tecnologias, uso;aquisições, aquisições setor, bancário, bancário estudo, crise, crise sistema, década, década marcada, estudo, estudo eventos, eventos, eventos década, financeiro, financeiro internacional, fusões, fusões aquisições, internacional, marcada, marcada crise, produção, setor, setor bancário, sistema, sistema financeiro;cidades, desafios, estudo;desafios;;conceito;;estudo, experiência, tecnologias, uso;;estudo, tecnologias, uso;estudo;;produção, sustentável;;desafios, estudo, experiência, sustentável;;;;estudo;cidades;produção;estudo, uso;experiência;;;cidades, estudo, setor, sistema;cidades, cidades inteligentes, civil, desafios, estudo, inteligentes, uso;experiência, rio;desafios;;desafios, estudo, uso;discussão, experiência;;;;estudo, produção, sistema, uso;;rio;sistema;;experiência, uso;setor;produção;experiência, tecnologias, uso;;cidades, desafios, estudo;;;;;estudo;;experiência, produção, uso;experiência, uso;estudo, rio, setor;década, experiência;;;aplicado, aplicado conceito, cidades, cidades inteligentes, civil, conceito, conceito cidades, estudo, geoanalytics, geoanalytics aplicado, inteligentes, sistema, uso;cidades, cidades inteligentes, estudo, inteligentes
Lucas Rodrigues dos Santos;system;;;evaluation;;;;;;system;system;;;;;evaluation;;;performance;;;evaluation;;;;;;;;;;evaluation, performance;;;;;;;influence, performance;;;;;;;;;;;used;;;;;potential;;;;;performance, quality, system;;;;system;survey, system;measurement;;;;;;;;;influence, quality;;;;influence, performance;;;;;;;;;evaluation, influence, quality;
Luciana Cavalcanti Maia Santos;análise, comportamento;;ensino;análise, ensino, management;análise, brasil, educacional, educação, sistema;educação, visão;cidade, educação, ifsp, noroeste, tempo;análise;educação, ensino, escolas, pandemia;avaliação, brazilian, campus, ensino, pandemia;literatura, management, revisão, revisão literatura;;contribuição, educacional;;analysis;ambiental, assessment, brazilian, coleta, coleta seletiva, câmpus, câmpus paulo, diagnóstico, diagnóstico implementação, educação, educação ambiental, efeitos, ifsp, ifsp câmpus, implementação, implementação educação, paulo, paulo pirituba, pirituba, pirituba diagnóstico, seletiva, seletiva ifsp;análise, diferentes, literatura, pandemia, áreas;análise, avaliação, brasil, caso, educação, estudo, estudo caso, literatura, revisão, revisão literatura;brazil;câmpus, câmpus paulo, ifsp, imagens, paulo, paulo pirituba, pirituba;;study;análise;análise, compreensão, elaboração, ensino, espacial, estudo, áreas;analysis, brazilian, sistema, study, temperatura, utilizando;;ensino;analysis, brazilian, computacional, computacional recurso, câncer, câncer escolas, educacional, educacional estudo, ensino, escolas, estudo, estudo câncer, informações, informações câncer, modelagem, modelagem computacional, propagação, propagação informações, recurso, recurso educacional, utilizando, visão;arte, campus, caso, estudo, estudo caso, federal, federal paulo, instituto, instituto federal, management, paulo, sistema;application, brasil, caso, computacional, federal, federal paulo, instituto, instituto federal, paulo, paulo brasil, protocolo;análise, brasil, caso, estudo, revisão, setor, sistema, utilizando;brasil, caso, cidade, cidade paulo, cidades, estudo, estudo caso, paulo;alunos, ano, ensino, literatura;caso;ensino;paulo;avaliação, educacional, ensino, estudo, paulo, utilizando;utilizando;analysis, análise, application, assessment, brazilian, case, case study, caso, educacional, estudo, estudo caso, informações, management, paulo, study, study brazilian;considerações, estudo;campus, ensino, ifsp, literatura, paulo;análise, arte, campus, educação, ensino, especial, implementação;brazil, case, climáticas, literatura, mudanças, mudanças climáticas, paulo, revisão;ambiental, ano, análise, brasil, considerações, contribuição, diagnóstico, educacional, educação, educação ambiental, ensino, estudo, federal, literatura, revisão, utilizando;;;literatura;brasil, caso, estudo, estudo caso;alunos, alunos análise, análise, análise benefícios, análise espacial, benefícios, benefícios socioeconômicos, campus, campus paulo, caracterização, caracterização áreas, cidade, cidade paulo, cidades, cidades sustentáveis, climáticas, conservação, conservação áreas, contribuição, contribuição cidades, câmpus, câmpus paulo, elaboração, elaboração protocolo, entorno, entorno ifsp, espacial, espacial conservação, federal, federal paulo, geotecnologias, ifsp, ifsp câmpus, ifsp visão, instituto, instituto federal, metodológico, metodológico análise, mudanças, mudanças climáticas, noroeste, noroeste cidade, paulo, paulo contribuição, paulo ifsp, paulo pirituba, pirituba, pirituba ifsp, pirituba instituto, pirituba utilizando, proporcionados, proporcionados campus, protocolo, protocolo metodológico, região, região noroeste, socioeconômicos, socioeconômicos proporcionados, sustentáveis, sustentáveis tempo, tempo, tempo mudanças, utilizando, utilizando geotecnologias, verdes, verdes entorno, verdes região, visão, visão alunos, áreas, áreas verdes;aplicadas, caracterização, utilizando;caso, estudo, estudo caso;pandemia, tempo;cidades, estudo, setor, sistema;potential;;análise, aplicadas, avaliação, brasil, cidade, cidades, ciências, diagnóstico, educação, efeitos, escolas, escolas análise, estudo, literatura, litoral, metodológico, mudanças, norte, pirituba, revisão, urbana, urbanos;campus, ensino, ifsp, literatura, pandemia, tempo;cidade, cidade paulo, ensino, imagens, paulo, urbanização;caso, considerações, câmpus, câmpus paulo, educação, ensino, federal, federal paulo, instituto, instituto federal, paulo, paulo pirituba, pirituba, sul;aplicadas, avaliação, brasil, brazil, brazilian, campus, case, dimensão, educação, especial, estudo, factor, federal, ifsp, management, parques, paulo, pirituba, região, study, utilizando;brasil, caso, paulo;;;application, arborização, arborização ifsp, avaliação, avaliação áreas, caracterização, caracterização avaliação, câmpus, câmpus paulo, ifsp, ifsp câmpus, introduzidas, introduzidas arborização, paulo, paulo pirituba, pirituba, study, verdes, verdes introduzidas, áreas, áreas verdes;caso, cidade, comportamento, estudo, estudo caso, literatura, management, modelagem, paulo, região, revisão, sistema, utilizando;analysis;literatura;análise, análise comparativa, comparativa, paulo, sistema, study;efeitos;ensino, literatura, revisão, revisão literatura, utilizando;brasil, cidade, cidade paulo, educação, ensino, federal, federal paulo, instituto, instituto federal, metodológico, noroeste, paulo, setor;brasil, ensino;;alunos, análise, educação, ensino, humana;brasil, case, caso, cidade, cidade paulo, cidades, educação, especial, estudo, estudo caso, paulo;;study;campus, ifsp;analysis, application, based;caso, estudo, estudo caso;educação, noroeste;análise, campus, ensino, ifsp, pirituba, visão;application, based, case, computacional, spatial, study, visão;analysis, brazil, case, case study, caso, climática, diagnóstico, estudo, estudo caso, implementação, parques, setor, study, sul, utilizando, utilização;;federal, federal paulo, instituto, instituto federal, literatura, paulo;utilizando;ano, análise, avaliação, based, brasil, brazil, campus, case, case study, caso, cidade, cidade paulo, cidades, educação, especial, estudo, estudo caso, ifsp, mudanças, paulo, pirituba, sistema, study, urbana;análise, brasil, cidade, cidade paulo, cidades, estudo, ifsp, paulo, pirituba, região, urbana
Luciano Henrique Trindade;análise, dado, sociais;;;análise;análise, brasil, educação, ferramenta, gestão, indicadores;educação;cidade, cultura, educação, grande, sociais, ética;análise, desafios;cursos, educação, escolas, impactos, profissional;avaliação, formação;literatura, revisão;governo, letramento;;sp;;diagnóstico, educação, efeitos, pirituba;análise, conhecimento, desafios, gestão, impactos, literatura;administração, análise, avaliação, brasil, educação, estudo, humanos, literatura, organizacional, revisão;;pirituba;;;análise;análise, estudo, formação, processos, uso;processos;;;escolas, estudo, sociais, uso;desafios, estudo, gestão;brasil, conhecimento, cultura, uso;análise, bibliográfica, brasil, estudo, ferramenta, gestão, importância, projetos, revisão, revisão bibliográfica, riscos, serviços;brasil, cidade, cidades, conhecimento, desafios, estudo, gestão, importância, operações, projetos, resiliência;conhecimento, desafios, literatura, sociais;;formação;;avaliação, empresas, estudo, formação, uso;;análise, estudo, gestão, impactos, organizacional, processos, relação, uso;estudo;crítica, formação, letramento, literatura, sociais;análise, educação;literatura, mudanças, planejamento, revisão;análise, análise crítica, brasil, crítica, desafios, diagnóstico, direito, direitos, direitos humanos, educação, estratégias, estudo, formação, gestão, grande, humanos, literatura, processos, projetos, relação, revisão, revisões, saúde;estratégias;;adultos, jovens, jovens adultos, literatura;brasil, crítica, direitos, direitos humanos, estudo, humanos, sociais;análise, cidade, cidades, metodológico, mudanças, pirituba;aplicadas, consumo, cultura, processos, sp;estratégias, estudo, uso;dado, gestão, medicina, relação, saúde, serviços, serviços saúde;cidades, cidades inteligentes, civil, desafios, estudo, inteligentes, uso;;análise, aplicadas, avaliação, brasil, cidade, cidades, ciências, diagnóstico, educação, efeitos, escolas, escolas análise, estudo, literatura, litoral, metodológico, mudanças, norte, pirituba, revisão, urbana, urbanos;;formação, governo, literatura;cidade, desafios, direito;educação, formação, modelo, pirituba;administração, aplicadas, avaliação, brasil, cultura, cursos, desafios, educação, estudo, gestão, gestão pessoas, indicadores, pessoas, pirituba, relação, uso, ética;brasil, serviços;;;avaliação, pirituba;cidade, estudo, gestão, literatura, modelo, planejamento, revisão, sp, uso;;literatura;análise, dado;efeitos;conhecimento, literatura, revisão, uso;brasil, cidade, educação, metodológico, necessidade;brasil, formação, impactos;uso;análise, direito, educação;brasil, cidade, cidades, desafios, educação, estudo, gestão, impactos, importância, município, operações, projetos, resiliência, sociais;;;;;estudo;educação;análise, conhecimento, pirituba, uso;conhecimento, uso;dado, diagnóstico, empresas, estratégias, estudo, ferramenta, gestão, grande, modelo;governo;cursos, literatura;;análise, avaliação, brasil, cidade, cidades, cidades inteligentes, civil, conhecimento, corrupção, corrupção cultivo, cultivo, cultivo lideranças, cultura, cultura organizacional, dado, defesa, defesa civil, educação, estudo, gestão, impactos, inteligentes, lideranças, lideranças éticas, logísticas, modelo, mudanças, operações, operações logísticas, organizacional, organizacional prevenção, pirituba, prevenção, prevenção corrupção, projetos, relação, relevância, relevância cultura, serviços, sociais, urbana, uso, éticas, éticas operações;análise, brasil, cidade, cidades, cidades inteligentes, conhecimento, consumo, estudo, formação, gestão, importância, inteligentes, operações, pirituba, projetos, relação, relação consumo, resiliência, urbana
Marcelo Cizaurre Guirau;;;ensino, história;ensino;;construção;ifsp, mundo, relato, tempo;;ensino, pandemia;campus, ensino, experiência, formação, método, pandemia, professores;literatura;governo;;;;ifsp;literatura, pandemia;curso, literatura;;ifsp;;;;construção, ensino, formação, professores, questões;;;ensino;ensino;campus;construção, experiência, mundo, método, relato, relato experiência;curso;história;adaptação, construção, ensino, inglesa, inglês, literatura, língua, língua inglesa;;ensino, formação, formação professores, professores;letras;curso, ensino, experiência, formação, formação professores, professores;inglês, língua, world;;;campus, construção, ensino, formação, ifsp, ifsp campus, inglês, literatura, língua, mundo;campus, ensino;literatura, método;construção, ensino, experiência, formação, formação professores, literatura, método, professores, relato, relato experiência, vivências;;;literatura;inglesa;campus, ifsp, tempo;;daniel;algorítmica, experiência, pandemia, questões, tempo;experiência, rio;;campus, ensino, ifsp, literatura, pandemia, tempo;formação, governo, literatura;;ensino;ensino, formação;campus, construção, curso, ifsp;experiência;gozo;;ifsp;capability, construção, literatura;;alteridade, alteridade epistemológica, epistemológica, espaço, espaço alteridade, indígena, indígena espaço, literatura, literatura indígena, notas, notas literatura, rio, rio notas;;;construção, ensino, estrangeira, experiência, inglês, literatura, língua, língua estrangeira, mundo, relato, relato experiência, world;ensino, história;apontamentos, cinema, ensino, formação, notas, presente;experiência, relato, relato experiência;ensino, professores;perception;;;campus, construção, curso, ifsp;;curso;;adaptação, adaptação curso, campus, construção, curso, curso idiomas, curso inglês, ead, ead formato, ensino, experiência, experiência curso, formato, formato ead, formato semipresencial, idiomas, idiomas língua, ifsp, ifsp campus, inglesa, inglês, inglês formato, língua, língua inglesa, relato, relato experiência, semipresencial, semipresencial relato;construção, experiência, mundo, método, relato, relato experiência;rio;ambiguidades, experiência, governo, história;letras, literatura;;campus, construção, história, ifsp, ifsp campus, perception;formação, história, ifsp
